Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Zach Houben,YES,25,,2007.0,6.05,207,LW,Ottawa 67's,38,3,0,3,0.08,-15,0,0,0,0,23,0,0.0,-32.0
Evan Headrick,YES,81,,2008.0,5.07,150,RW,Kitchener Rangers,10,2,1,3,0.3,2,0,1,1,0,0,1,33.3,7.5
Sam Johnston,YES,14,,2007.0,6.04,187,RW,Guelph Storm,19,2,1,3,0.16,1,0,0,0,0,12,0,0.0,-5.5
Tyler Challenger,YES,84,,2008.0,6.02,198,C,Erie Otters,42,2,1,3,0.07,-5,1,0,0,0,8,1,33.3,-7.5
Jack Ziliotto,NO,16,,2005.0,6.02,185,RW,Sudbury Wolves,6,1,2,3,0.5,2,0,0,0,0,2,0,0.0,5.0
Jimmy Sutherland,YES,29,,2007.0,5.09,160,LW,Guelph Storm,23,1,2,3,0.13,-9,0,0,0,0,6,0,0.0,-10.0
Ryder Boulton,NO,11,,2006.0,5.10,194,LW,London Knights,24,1,2,3,0.13,6,0,0,0,0,61,0,0.0,-50.0
Max Anderson,NO,22,,2007.0,5.10,160,C,Flint Firebirds,30,1,2,3,0.1,3,0,0,0,0,20,0,0.0,-12.0
Easton Mikus,YES,13,,2007.0,6.00,183,C,Owen Sound Attack,31,1,2,3,0.1,-10,0,0,0,0,13,0,0.0,-18.0
Daniel Chen,NO,27,,2006.0,6.05,196,D,Brantford Bulldogs,36,1,2,3,0.08,-2,0,0,0,0,13,0,0.0,-10.0
Kaden Sienko,YES,23,,2008.0,6.01,185,RD,Saginaw Spirit,16,0,3,3,0.19,4,0,0,0,0,8,0,0.0,0.5
Shawn Costello,YES,10,,2007.0,6.02,188,C,Windsor Spitfires,27,0,3,3,0.11,-2,0,0,0,0,12,0,0.0,-9.5
Justin Handsor,YES,16,,2007.0,6.01,196,D,Barrie Colts,33,0,3,3,0.09,-4,0,0,0,0,14,0,0.0,-13.5
Rowan Topp,NO,2,,2006.0,6.02,203,D,Guelph Storm,33,0,3,3,0.09,-15,0,0,0,0,41,0,0.0,-51.5
Grant Spada,YES,21,,2007.0,6.04,185,D,Guelph Storm,40,0,3,3,0.08,-21,0,0,0,0,60,0,0.0,-76.5
Tyler O'Toole,NO,23,,2006.0,6.01,198,RW,Oshawa Generals,26,2,0,2,0.08,-3,0,0,0,0,58,0,0.0,-57.0
Adam Kelly,YES,47,,2008.0,5.11,177,C,Kingston Frontenacs,32,2,0,2,0.06,-3,0,0,0,0,2,0,0.0,-1.0
Kieren Dervin,YES,10,,2007.0,6.02,181,C,Kingston Frontenacs,4,1,1,2,0.5,2,0,0,0,0,2,0,0.0,3.5
Anthony Figliomeni,NO,8,,2008.0,5.11,195,RW,Oshawa Generals,4,1,1,2,0.5,0,0,0,0,0,6,0,0.0,-2.5
Tanner Winegard,NO,91,,2005.0,6.06,226,D,Windsor Spitfires,25,1,1,2,0.08,2,0,0,0,0,23,0,0.0,-17.5
Zach Wilson,YES,22,,2007.0,6.06,187,D,North Bay Battalion,28,1,1,2,0.07,-4,0,0,0,0,18,0,0.0,-18.5
Nathan Omeri,NO,27,,2006.0,5.11,175,D,Sarnia Sting,29,1,1,2,0.07,1,0,1,1,0,12,1,50.0,-7.5
Tayjon Street,NO,73,,2005.0,6.01,205,LW,Sudbury Wolves,41,1,1,2,0.05,-10,0,1,0,0,63,1,50.0,-69.5
Gabriel Smith,YES,5,,2007.0,6.03,198,LD,Owen Sound Attack,44,1,1,2,0.05,3,0,0,0,0,21,0,0.0,-14.5
Lucas Teixeira,YES,27,,2007.0,6.01,185,C,Guelph Storm,6,0,2,2,0.33,0,0,0,0,0,0,0,0.0,3.0
Andrew MacNiel,YES,43,,2007.0,6.02,170,RD,Kitchener Rangers,21,0,2,2,0.1,3,0,0,0,0,11,0,0.0,-5.0
Oliver Phillips,YES,71,,2007.0,6.06,207,LW,Erie Otters,29,0,2,2,0.07,-4,0,0,0,0,6,0,0.0,-7.0
Trevor O’Dell,NO,4,,2006.0,6.03,172,D,Sudbury Wolves,37,0,2,2,0.05,-4,0,0,0,0,17,0,0.0,-18.0
Matthew Souliere,NO,13,,2006.0,6.03,190,LW,Ottawa 67's,6,1,0,1,0.17,-1,0,0,0,0,0,0,0.0,1.0
Hayden Barch,YES,6,,2007.0,6.01,190,RD,Saginaw Spirit,9,1,0,1,0.11,-4,0,0,0,0,8,0,0.0,-10.0
Jared Harding,YES,24,,2007.0,5.08,162,D,Brampton Steelheads,14,1,0,1,0.07,-1,0,0,0,0,4,0,0.0,-3.0
Rafek Dianov,YES,22,,2007.0,5.10,175,LW,Niagara IceDogs,18,1,0,1,0.06,-3,0,0,0,0,2,0,0.0,-3.0
Parker Holmes,YES,53,,2007.0,6.04,214,LW,Brantford Bulldogs,21,1,0,1,0.05,-8,0,0,0,0,14,0,0.0,-20.0
Tate Vader,NO,9,,2006.0,5.11,190,C,Soo Greyhounds,43,1,0,1,0.02,-17,0,0,0,0,20,0,0.0,-35.0
Layne Gallacher,YES,29,,2008.0,6.01,165,C,Brantford Bulldogs,3,0,1,1,0.33,-1,0,0,0,0,0,0,0.0,0.5
Andrew Willis,YES,39,,2008.0,6.00,160,D,Erie Otters,5,0,1,1,0.2,1,0,0,0,0,0,0,0.0,2.5
Landon Wright,NO,36,,2006.0,5.11,181,C,Kingston Frontenacs,10,0,1,1,0.1,-3,0,1,0,0,2,1,100.0,-3.5
Simon Wang,YES,7,,2007.0,6.06,210,D,Oshawa Generals,12,0,1,1,0.08,-5,0,0,0,0,0,0,0.0,-3.5
Jack Martin,NO,74,,2006.0,5.11,170,RW,Barrie Colts,13,0,1,1,0.08,-1,0,0,0,0,2,0,0.0,-1.5
Stevie Leskovar,NO,4,,2004.0,6.03,216,D,Brampton Steelheads,14,0,1,1,0.07,-6,0,0,0,0,28,0,0.0,-32.5
Nick Frasca,YES,78,,2008.0,6.01,185,D,Niagara IceDogs,17,0,1,1,0.06,-3,0,0,0,0,6,0,0.0,-7.5
Cole Dubowsky,YES,27,,2007.0,6.00,184,LW,Barrie Colts,18,0,1,1,0.06,-6,0,0,0,0,35,0,0.0,-39.5
Darcy Dewachter,YES,24,,2007.0,5.11,183,D,Niagara IceDogs,20,0,1,1,0.05,2,0,0,0,0,4,0,0.0,-0.5
Thanasi Marentette,YES,3,,2007.0,6.00,205,D,Peterborough Petes,20,0,1,1,0.05,-5,0,0,0,0,10,0,0.0,-13.5
Charlie Hotles,YES,74,,2008.0,6.02,180,C,Niagara IceDogs,23,0,1,1,0.04,0,0,0,0,0,6,0,0.0,-4.5
Liam Spencer,NO,49,,2006.0,6.05,220,D,London Knights,24,0,1,1,0.04,2,0,0,0,0,19,0,0.0,-15.5
JJ Franceschetti,NO,15,,2005.0,5.09,185,LW,Sarnia Sting,25,0,1,1,0.04,-6,0,0,0,0,38,0,0.0,-42.5
Kimi Körbler,NO,24,,2006.0,5.11,166,RW,Ottawa 67's,30,0,1,1,0.03,-13,0,0,0,0,2,0,0.0,-13.5
Brayden Velliaris,NO,18,,2005.0,6.04,220,D,Soo Greyhounds,33,0,1,1,0.03,-7,0,0,0,0,41,0,0.0,-46.5
Kaleb Dietsch,YES,4,,2007.0,6.03,191,D,Ottawa 67's,41,0,1,1,0.02,-12,0,0,0,0,15,0,0.0,-25.5
Braeden O'Keefe,NO,17,,2005.0,5.09,170,C,Brantford Bulldogs,1,0,0,0,0.0,-1,0,0,0,0,0,0,,-1.0
James Paul,YES,7,,2007.0,6.02,170,D,Flint Firebirds,1,0,0,0,0.0,0,0,0,0,0,0,0,,0.0
Ethan Armstrong,YES,23,,2007.0,6.02,172,D,Barrie Colts,2,0,0,0,0.0,-1,0,0,0,0,0,0,,-1.0
Luke Dragusica,NO,23,,2007.0,6.01,178,D,Brampton Steelheads,2,0,0,0,0.0,0,0,0,0,0,4,0,,-4.0
Lenny Greenberg,NO,23,,2005.0,6.00,180,RD,Owen Sound Attack,2,0,0,0,0.0,-2,0,0,0,0,0,0,,-2.0
Tommy Karmiris,NO,74,,2006.0,6.00,185,LW,Brantford Bulldogs,3,0,0,0,0.0,0,0,0,0,0,2,0,,-2.0
Christian Colosimo,YES,73,,2008.0,6.05,215,D,Flint Firebirds,4,0,0,0,0.0,-1,0,0,0,0,2,0,,-3.0
Michael D'Alessio,YES,7,,2008.0,6.01,170,D,Erie Otters,6,0,0,0,0.0,-3,0,0,0,0,2,0,,-5.0
Jacob Xu,NO,96,,2008.0,6.02,181,D,Kitchener Rangers,6,0,0,0,0.0,0,0,0,0,0,0,0,,0.0
Garrett Frazer,NO,8,,2006.0,6.00,180,D,Erie Otters,12,0,0,0,0.0,-8,0,0,0,0,8,0,,-16.0
Eric Frossard,YES,3,,2008.0,6.04,195,D,Guelph Storm,12,0,0,0,0.0,-3,0,0,0,0,4,0,,-7.0
Ryan Chamberlain,YES,22,,2008.0,6.02,175,LW,Sarnia Sting,15,0,0,0,0.0,-4,0,0,0,0,4,0,,-8.0
Carson Hall,NO,10,,2006.0,6.02,190,LW,Sarnia Sting,17,0,0,0,0.0,-8,0,0,0,0,15,0,,-23.0
Keagan Knight,YES,23,,2007.0,6.01,197,D,Erie Otters,17,0,0,0,0.0,-3,0,0,0,0,8,0,,-11.0
Owen Cartwright,YES,44,,2008.0,6.01,172,D,Brampton Steelheads,20,0,0,0,0.0,3,0,0,0,0,12,0,,-9.0
Niko Krmpotic,YES,10,,2007.0,6.01,191,D,Brantford Bulldogs,28,0,0,0,0.0,-7,0,0,0,0,9,0,,-16.0
